Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2004-10-31,1.42,0.15,-0.26,-0.53,0.41,0.11,-1.43
2004-11-30,4.53,4.12,1.57,-0.52,-0.18,0.15,3.08
2004-12-31,3.41,-0.04,-0.23,-1.07,0.39,0.16,-2.85
2005-01-31,-2.75,-1.11,2.06,2.8,-1.41,0.16,2.96
2005-02-28,1.88,-0.3,1.41,1.32,-0.21,0.16,3.43
2005-03-31,-1.93,-1.41,2.07,0.44,1.34,0.21,0.43
2005-04-30,-2.6,-3.97,0.05,0.97,-0.85,0.21,-0.68
2005-05-31,3.65,2.76,-0.58,-1.02,0.28,0.24,0.37
2005-06-30,0.58,3.26,2.8,0.87,-0.52,0.23,2.07
2005-07-31,3.92,2.76,-0.78,-1.19,-0.78,0.24,0.03
2005-08-31,-1.2,-0.94,1.34,-1.96,0.38,0.3,2.07
2005-09-30,0.48,-0.31,0.78,0.26,-0.61,0.29,3.46
2005-10-31,-2.04,-1.5,0.43,-0.7,-1.26,0.27,-1.19
2005-11-30,3.61,0.9,-1.18,-0.79,-1.09,0.31,0.34
2005-12-31,-0.24,-0.25,0.15,0.18,0.2,0.32,0.78
2006-01-31,3.03,5.83,0.99,-0.66,-0.35,0.35,2.52
2006-02-28,-0.3,-0.46,-0.31,-0.54,1.98,0.34,-1.78
2006-03-31,1.47,3.34,0.61,0.03,-0.44,0.37,1.26
2006-04-30,0.73,-0.79,2.26,1.74,-0.13,0.36,0.6
2006-05-31,-3.56,-2.9,2.38,0.87,1.53,0.43,-3.66
2006-06-30,-0.34,-0.24,0.85,1.32,-0.13,0.4,1.55
2006-07-31,-0.77,-3.6,2.62,1.63,0.84,0.4,-2.04
2006-08-31,2.03,0.45,-1.95,-1.81,2.14,0.42,-3.36
2006-09-30,1.84,-1.39,0.06,0.78,0.46,0.41,-0.98
2006-10-31,3.22,1.98,-0.33,-0.11,0.32,0.41,-0.25
2006-11-30,1.7,0.63,0.04,0.2,-0.8,0.42,-1.04
2006-12-31,0.85,-0.81,2.74,-0.65,1.88,0.4,0.79
2007-01-31,1.38,0.02,-0.68,0.19,0.4,0.44,0.17
2007-02-28,-1.96,1.33,-0.08,-0.52,-0.66,0.38,-1.29
2007-03-31,0.71,0.14,-0.88,0.55,-0.67,0.43,2.58
2007-04-30,3.49,-2.08,-1.44,1.18,1.01,0.44,-0.16
2007-05-31,3.24,0.33,-0.59,1.47,-1.26,0.41,-0.33
2007-06-30,-1.96,0.7,-1.05,0.49,0.06,0.4,0.52
2007-07-31,-3.72,-3.05,-3.68,0.26,-1.16,0.4,2.84
2007-08-31,0.94,-0.33,-1.87,-1.27,-0.57,0.42,-0.03
2007-09-30,3.22,-2.44,-2.17,-0.49,-2.94,0.32,4.43
2007-10-31,1.79,-0.03,-2.87,-0.33,0.06,0.32,5.03
2007-11-30,-4.8,-2.91,-1.09,1.75,-0.36,0.34,1.12
2007-12-31,-0.87,0.18,-0.51,0.9,-1.07,0.27,6.56
2008-01-31,-6.32,-0.63,4.0,2.12,2.06,0.21,-7.74
2008-02-29,-3.09,-0.64,-0.72,1.07,-0.97,0.13,6.13
2008-03-31,-0.94,0.59,0.31,0.89,0.47,0.17,4.25
2008-04-30,4.61,-1.16,-0.96,1.81,-2.56,0.18,-0.33
2008-05-31,1.87,3.04,-1.5,0.92,0.14,0.18,3.39
2008-06-30,-8.43,1.16,-2.51,4.98,-0.69,0.17,12.7
2008-07-31,-0.75,3.71,5.2,-1.36,0.99,0.15,-5.02
2008-08-31,1.53,3.28,1.52,1.83,0.66,0.13,-4.48
2008-09-30,-9.35,0.38,5.66,2.4,1.7,0.15,0.86
2008-10-31,-17.2,-3.06,-1.89,2.73,1.38,0.08,7.87
2008-11-30,-7.74,-4.0,-6.21,4.67,2.39,0.03,7.28
2008-12-31,1.77,3.33,0.05,0.03,-1.52,0.0,-5.09
2009-01-31,-8.09,-2.09,-11.02,0.0,-1.16,0.0,-2.36
2009-02-28,-10.14,-1.17,-6.6,1.01,-0.62,0.01,4.36
2009-03-31,9.01,0.59,3.48,-2.58,-2.0,0.02,-11.8
2009-04-30,10.17,7.14,5.38,1.34,0.5,0.01,-34.3
2009-05-31,5.2,-2.24,0.41,-0.81,-1.99,0.0,-12.5
2009-06-30,0.42,2.27,-2.76,-1.41,-0.37,0.01,5.45
2009-07-31,7.74,2.31,4.89,-0.26,3.08,0.01,-5.54
2009-08-31,3.33,-0.1,7.6,-2.85,3.3,0.01,-9.1
2009-09-30,4.08,2.72,1.15,1.15,0.34,0.01,-4.87
2009-10-31,-2.55,-4.85,-4.17,4.22,-1.48,0.0,2.49
2009-11-30,5.58,-2.76,-0.33,0.9,0.0,0.0,0.39
2009-12-31,2.74,6.14,-0.11,0.71,-0.09,0.01,3.0
2010-01-31,-3.35,0.4,0.33,-1.08,0.51,0.0,-5.33
2010-02-28,3.39,1.49,3.18,-0.29,1.42,0.0,3.69
2010-03-31,6.3,1.83,2.19,-0.61,1.74,0.01,3.57
2010-04-30,2.0,4.96,2.96,0.61,1.75,0.01,3.16
2010-05-31,-7.9,0.08,-2.48,1.3,-0.24,0.01,-0.2
2010-06-30,-5.57,-2.42,-4.73,-0.1,-1.58,0.01,-2.7
2010-07-31,6.92,0.04,-0.5,0.17,2.02,0.01,1.78
2010-08-31,-4.77,-3.06,-1.73,0.6,-1.6,0.01,0.04
2010-09-30,9.55,3.65,-3.02,-0.19,0.38,0.01,1.38
2010-10-31,3.87,0.73,-2.46,1.28,-0.38,0.01,1.46
2010-11-30,0.59,3.54,-0.9,0.32,1.79,0.01,2.73
2010-12-31,6.82,0.97,3.56,-3.42,3.17,0.01,-3.0
2011-01-31,1.98,-2.31,0.61,-0.64,0.81,0.01,-0.3
2011-02-28,3.48,1.65,1.18,-1.83,0.84,0.01,1.88
2011-03-31,0.46,2.56,-1.84,1.73,-0.07,0.01,3.45
2011-04-30,2.9,-0.53,-2.44,1.12,-0.86,0.0,0.05
2011-05-31,-1.27,-0.72,-1.85,1.92,-1.43,0.0,-0.6
2011-06-30,-1.74,0.06,-0.2,2.27,-1.42,0.0,1.82
2011-07-31,-2.35,-1.11,-0.91,2.68,-1.73,0.0,0.2
2011-08-31,-5.96,-3.09,-2.43,3.41,-0.26,0.01,-0.27
2011-09-30,-7.57,-3.49,-1.53,1.99,0.15,0.0,-2.4
2011-10-31,11.34,3.25,0.06,-2.25,-0.73,0.0,-1.4
2011-11-30,-0.27,-0.3,-0.52,1.94,1.44,0.0,3.88
2011-12-31,0.75,-0.29,1.54,1.06,2.47,0.0,1.83
2012-01-31,5.05,2.02,-0.93,-2.06,-1.48,0.0,-8.01
2012-02-29,4.4,-1.67,0.42,-0.36,-0.08,0.0,-0.26
2012-03-31,3.11,-0.48,1.19,-0.61,0.7,0.0,1.31
2012-04-30,-0.84,-0.5,-0.77,1.3,0.66,0.0,3.72
2012-05-31,-6.17,-0.08,-0.95,2.03,2.36,0.01,6.44
2012-06-30,3.9,0.89,0.55,-1.06,0.45,0.0,-1.1
2012-07-31,0.79,-2.81,-0.06,1.04,0.01,0.0,3.0
2012-08-31,2.54,0.44,1.23,-1.5,-0.86,0.01,-2.35
2012-09-30,2.73,0.57,1.62,-1.3,1.56,0.01,-1.13
2012-10-31,-1.76,-0.83,3.52,-1.4,2.52,0.01,0.05
2012-11-30,0.78,0.4,-0.86,0.38,0.81,0.01,0.53
2012-12-31,1.18,1.92,3.48,-1.72,0.8,0.01,-2.93
2013-01-31,5.57,0.42,1.01,-2.01,1.52,0.0,-1.82
2013-02-28,1.29,-0.25,0.21,-0.59,0.61,0.0,1.23
2013-03-31,4.03,0.88,-0.22,0.27,1.41,0.0,1.92
2013-04-30,1.56,-2.24,0.44,0.39,0.43,0.0,0.22
2013-05-31,2.81,2.04,2.67,-2.0,-0.95,0.0,-2.01
2013-06-30,-1.2,1.54,-0.05,-0.28,-0.06,0.0,0.43
2013-07-31,5.65,1.75,0.58,-1.35,0.57,0.0,1.74
2013-08-31,-2.71,-0.03,-2.73,0.71,-2.17,0.0,0.04
2013-09-30,3.77,2.65,-1.18,-0.54,-1.32,0.0,3.02
2013-10-31,4.17,-1.5,1.22,2.75,0.89,0.0,0.02
2013-11-30,3.12,1.44,0.19,0.26,0.06,0.0,0.39
2013-12-31,2.8,-0.44,0.0,-0.58,0.08,0.0,0.02
2014-01-31,-3.3,0.6,-1.99,-3.91,-1.54,0.0,1.61
2014-02-28,4.68,0.13,-0.35,-0.25,-0.54,0.0,2.13
2014-03-31,0.41,-1.13,4.9,2.02,1.92,0.0,-3.27
2014-04-30,-0.19,-4.07,1.22,3.4,0.93,0.0,-3.82
2014-05-31,2.04,-1.86,-0.1,-0.09,-0.96,0.0,0.89
2014-06-30,2.61,3.06,-0.71,-1.83,-1.91,0.0,0.65
2014-07-31,-2.03,-4.2,-0.08,0.93,0.51,0.0,-0.17
2014-08-31,4.24,0.29,-0.57,-0.64,-0.69,0.0,0.83
2014-09-30,-1.96,-3.66,-1.47,1.2,-0.59,0.0,0.6
2014-10-31,2.51,3.66,-1.63,-0.39,0.21,0.0,-0.21
2014-11-30,2.56,-2.3,-3.13,1.57,0.14,0.0,0.69
2014-12-31,-0.05,2.83,2.12,-1.21,0.9,0.0,1.03
2015-01-31,-3.09,-0.93,-3.45,1.58,-1.64,0.0,3.74
2015-02-28,6.14,0.36,-1.79,-1.1,-1.75,0.0,-3.1
2015-03-31,-1.09,3.08,-0.38,0.07,-0.62,0.0,2.7
2015-04-30,0.6,-3.01,1.8,0.05,-0.62,0.0,-7.27
2015-05-31,1.38,0.82,-1.11,-1.76,-0.83,0.0,5.68
2015-06-30,-1.54,2.9,-0.82,0.35,-1.54,0.0,3.01
2015-07-31,1.57,-4.58,-4.16,0.31,-2.44,0.0,9.97
2015-08-31,-6.02,0.29,2.75,0.66,1.29,0.0,-2.16
2015-09-30,-3.06,-2.8,0.55,1.8,-0.59,0.0,5.24
2015-10-31,7.75,-2.06,-0.47,0.95,0.61,0.0,-3.19
2015-11-30,0.57,3.3,-0.43,-2.65,-1.06,0.0,2.29
2015-12-31,-2.15,-2.95,-2.57,0.34,0.12,0.01,3.34
2016-01-31,-5.74,-3.44,2.08,2.78,3.05,0.01,1.6
2016-02-29,-0.07,0.87,-0.61,3.31,1.94,0.02,-4.35
2016-03-31,6.95,1.0,1.22,0.68,0.01,0.02,-5.04
2016-04-30,0.91,1.23,3.22,-2.85,1.77,0.01,-5.98
2016-05-31,1.78,-0.62,-1.62,-1.1,-2.54,0.01,1.47
2016-06-30,-0.03,0.42,-1.49,1.45,1.9,0.02,4.2
2016-07-31,3.94,2.47,-1.24,1.31,-1.16,0.02,-3.31
2016-08-31,0.49,1.66,3.17,-1.85,-0.36,0.02,-3.41
2016-09-30,0.27,1.81,-1.19,-2.18,0.03,0.02,0.26
2016-10-31,-2.01,-4.02,4.11,0.99,0.25,0.02,0.51
2016-11-30,4.85,6.96,8.29,-0.24,3.71,0.01,-4.77
2016-12-31,1.81,0.44,3.47,1.24,-0.32,0.03,-0.27
2017-01-31,1.94,-1.44,-2.76,-0.51,-1.06,0.04,-0.93
2017-02-28,3.55,-2.3,-1.5,0.45,-1.8,0.04,-1.51
2017-03-31,0.17,0.75,-3.33,0.63,-0.95,0.03,-0.97
2017-04-30,1.08,0.41,-2.05,1.79,-1.6,0.05,0.48
2017-05-31,1.07,-2.99,-3.82,0.99,-1.66,0.06,1.5
2017-06-30,0.78,2.52,1.5,-2.26,0.04,0.06,-0.1
2017-07-31,1.88,-1.64,-0.23,-0.75,-0.15,0.07,1.63
2017-08-31,0.18,-1.83,-2.13,0.2,-2.38,0.09,3.31
2017-09-30,2.49,4.76,3.15,-1.54,1.63,0.09,-1.35
2017-10-31,2.25,-1.91,0.13,0.92,-3.14,0.09,4.21
2017-11-30,3.12,-0.38,-0.09,3.19,-0.1,0.08,-0.94
2017-12-31,1.06,-1.05,0.05,0.73,1.79,0.09,-1.55
2018-01-31,5.58,-3.21,-1.32,-0.75,-1.05,0.11,4.08
2018-02-28,-3.64,0.34,-1.1,0.53,-2.36,0.11,3.68
2018-03-31,-2.35,3.61,-0.21,-0.41,0.08,0.12,-1.2
2018-04-30,0.29,0.89,0.53,-2.42,1.24,0.14,0.45
2018-05-31,2.63,4.71,-3.14,-1.98,-1.49,0.14,3.91
2018-06-30,0.49,0.77,-2.33,0.83,0.2,0.14,-2.26
2018-07-31,3.2,-1.93,0.49,1.53,0.31,0.16,-1.43
2018-08-31,3.46,0.65,-3.91,-0.29,-2.57,0.16,5.3
2018-09-30,0.06,-2.49,-1.62,0.65,1.36,0.15,-0.08
2018-10-31,-7.64,-4.38,3.38,1.03,3.6,0.19,-2.06
2018-11-30,1.71,-0.81,0.36,-0.61,0.4,0.18,-1.4
2018-12-31,-9.55,-2.81,-1.92,-0.03,0.24,0.19,1.76
2019-01-31,8.36,2.91,-0.39,-0.73,-1.65,0.21,-8.62
2019-02-28,3.42,1.72,-2.66,0.16,-1.54,0.18,0.5
2019-03-31,1.1,-3.52,-4.14,0.88,-0.9,0.19,2.24
2019-04-30,3.97,-1.15,2.13,1.61,-2.18,0.21,-2.91
2019-05-31,-6.92,-1.56,-2.45,-0.48,1.76,0.21,7.55
2019-06-30,6.92,0.37,-0.64,0.89,-0.42,0.18,-2.24
2019-07-31,1.22,-1.82,0.5,-0.13,0.37,0.19,2.92
2019-08-31,-2.55,-3.25,-4.77,0.53,-0.62,0.16,7.51
2019-09-30,1.42,0.29,6.76,1.82,3.38,0.18,-6.74
2019-10-31,2.07,0.25,-1.92,0.43,-1.03,0.15,0.13
2019-11-30,3.87,0.39,-2.0,-1.64,-1.14,0.12,-2.54
2019-12-31,2.76,0.99,1.73,0.05,1.19,0.14,-2.22
2020-01-31,-0.09,-4.37,-6.22,-1.19,-2.19,0.13,6.02
2020-02-29,-8.15,0.08,-3.82,-1.43,-2.53,0.12,-0.28
2020-03-31,-13.35,-8.18,-13.83,-1.61,1.19,0.12,8.21
2020-04-30,13.58,2.57,-1.34,2.76,-1.02,0.0,-5.48
2020-05-31,5.59,1.92,-5.0,0.96,-3.16,0.01,0.16
2020-06-30,2.44,1.95,-2.17,0.14,0.55,0.01,-0.83
2020-07-31,5.83,-3.19,-1.44,0.38,0.97,0.01,7.71
2020-08-31,7.62,-0.89,-3.02,4.27,-1.51,0.01,0.46
2020-09-30,-3.64,-0.01,-2.72,-1.38,-1.93,0.01,3.19
2020-10-31,-2.08,4.67,4.25,-0.77,-0.57,0.01,-3.14
2020-11-30,12.44,7.12,2.09,-2.25,1.28,0.01,-12.5
2020-12-31,4.63,4.93,-1.68,-1.97,-0.06,0.01,-2.37
2021-01-31,-0.07,6.81,3.22,-3.65,4.97,0.0,4.31
2021-02-28,2.81,4.5,7.2,0.33,-1.99,0.0,-7.9
2021-03-31,3.16,-0.84,7.35,6.35,3.52,0.0,-6.11
2021-04-30,4.97,-3.16,-1.02,2.43,-2.72,0.0,1.23
2021-05-31,0.29,1.27,7.04,2.34,3.01,0.0,0.56
2021-06-30,2.73,-0.3,-7.86,-2.14,-0.93,0.0,2.07
2021-07-31,1.34,-4.55,-1.79,5.5,-0.59,0.0,-2.18
2021-08-31,2.95,-0.66,-0.23,-0.26,-1.72,0.0,2.63
2021-09-30,-4.4,1.12,5.12,-1.92,2.0,0.0,1.39
2021-10-31,6.63,-2.7,-0.53,1.71,-1.54,0.0,3.32
2021-11-30,-1.58,-1.7,-0.37,7.19,1.7,0.0,0.96
2021-12-31,3.24,-0.78,3.26,4.88,4.29,0.01,-2.39
2022-01-31,-6.15,-4.01,12.86,0.77,7.73,0.0,-2.42
2022-02-28,-2.28,2.86,3.06,-2.03,3.03,0.0,1.66
2022-03-31,3.08,-2.11,-1.9,-1.5,3.21,0.0,2.94
2022-04-30,-9.41,-0.35,6.18,3.41,5.92,0.0,5.0
2022-05-31,-0.33,-0.03,8.44,1.55,3.95,0.03,2.54
2022-06-30,-8.4,1.33,-6.0,1.76,-4.58,0.06,1.09
2022-07-31,9.57,1.78,-4.15,0.76,-6.85,0.08,-4.36
2022-08-31,-3.77,1.49,0.18,-4.78,1.32,0.19,1.85
2022-09-30,-9.34,-0.97,0.03,-1.37,-0.77,0.19,3.67
2022-10-31,7.86,1.81,7.97,3.27,6.43,0.23,3.9
2022-11-30,4.69,-2.75,1.48,6.31,3.15,0.29,-1.7
2022-12-31,-6.38,-0.19,1.34,0.33,4.28,0.33,4.91
2023-01-31,6.59,4.39,-3.94,-2.42,-4.43,0.35,-16.1
2023-02-28,-2.57,0.58,-0.8,0.97,-1.51,0.34,0.54
2023-03-31,2.49,-6.89,-9.05,2.28,-2.1,0.36,-2.35
2023-04-30,0.63,-2.57,-0.12,2.42,2.85,0.35,1.76
2023-05-31,0.33,-0.43,-7.79,-1.78,-7.08,0.36,-0.88
2023-06-30,6.46,1.28,-0.13,2.32,-1.54,0.4,-2.69
2023-07-31,3.21,2.86,4.06,-0.59,0.66,0.45,-4.06
2023-08-31,-2.36,-3.65,-1.15,3.39,-2.41,0.45,3.78
2023-09-30,-5.23,-1.78,1.49,1.87,-0.77,0.43,0.32
2023-10-31,-3.15,-4.03,0.2,2.43,-0.69,0.47,1.67
2023-11-30,8.88,-0.21,1.67,-3.74,-1.08,0.44,2.57
2023-12-31,4.86,7.27,4.89,-2.99,1.29,0.43,-5.53
2024-01-31,0.73,-5.71,-2.38,0.7,-0.97,0.47,5.41
2024-02-29,5.07,-0.8,-3.43,-1.91,-2.17,0.42,4.9
2024-03-31,2.84,-1.19,4.16,1.46,1.14,0.43,-0.32
2024-04-30,-4.65,-2.54,-0.45,1.49,-0.31,0.47,-0.42
2024-05-31,4.32,0.6,-1.31,3.19,-2.85,0.44,-0.16
2024-06-30,2.8,-4.33,-3.36,0.47,-1.8,0.41,0.85
2024-07-31,1.22,8.34,5.62,0.27,0.28,0.45,-2.35
2024-08-31,1.61,-3.55,-1.1,0.75,0.82,0.48,4.81
2024-09-30,1.73,-0.92,-2.77,0.18,-0.29,0.4,-0.62
2024-10-31,-1.0,-0.88,0.86,-1.42,0.98,0.39,2.98
2024-11-30,6.49,4.6,0.15,-2.3,-2.05,0.4,0.99
2024-12-31,-3.15,-3.83,-3.0,1.9,-1.21,0.37,-0.3
2025-01-31,2.8,-1.22,1.63,-2.32,-3.24,0.37,0.96
2025-02-28,-2.43,-4.91,4.91,1.1,3.06,0.33,-0.81
2025-03-31,-6.39,-1.49,2.9,2.11,-0.47,0.34,-2.84
2025-04-30,-0.84,-1.86,-3.4,-2.85,-2.67,0.35,4.97
2025-05-31,6.06,-0.72,-2.88,1.26,2.51,0.38,2.21
2025-06-30,4.86,-0.02,-1.6,-3.19,1.45,0.34,-2.65
